DOLNOŚLĄSKIE,0.07453924270334629
KUJAWSKO-POMORSKIE,0.048856060714234525
LUBELSKIE,0.05402291691384309
LUBUSKIE,0.02326785917389447
MAZOWIECKIE,0.16312977519522345
MAŁOPOLSKIE,0.09142556563505508
OPOLSKIE,0.02250354404988793
PODKARPACKIE,0.054042049716872285
PODLASKIE,0.02871262333645837
POMORSKIE,0.060519517997890473
WARMIŃSKO-MAZURSKIE,0.031436079027048924
WIELKOPOLSKIE,0.08750493892262677
ZACHODNIOPOMORSKIE,0.040800866459765606
ŁÓDZKIE,0.06689634873949946
ŚLĄSKIE,0.12215022882541149
ŚWIĘTOKRZYSKIE,0.03019238258894183
